title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
"As Syrian conflict enters 10th year, ‘brutal truth’ is, there is little protection for families",https://news.un.org/en/story/2020/03/1059381,2020-03-13 12:00:00+00:00,,"Although a fragile ceasefire agreed in northwest Syria is still holding, UN humanitarians on Friday warned of dire conditions for hundreds of thousands of civilians displaced by conflict, now in its tenth year.",SY,Middle East,Middle East,1102,0.141,0.859,0.0,-0.3182,0.80495816,0.18807893,0.0069629773,negative,negative
"De-escalate now, to steer Yemen off ‘precarious path’, UN Security Council hears",https://news.un.org/en/story/2020/03/1059341,2020-03-12 12:00:00+00:00,Middle East,"Yemen is at a “critical juncture”, the UN Special Envoy for the country told the Security Council on Thursday. Speaking via video-link, Martin Griffiths said that the combatants will either move towards de-escalation or greater violence, which would make “the path to the negotiating table more arduous”.",YE,Middle East,Middle East,1103,0.0,0.821,0.179,0.34,0.11410412,0.85964316,0.026252713,positive,neutral
Iraq: UN mission urges ‘maximum restraint' following deadly attack on foreign troops,https://news.un.org/en/story/2020/03/1059301,2020-03-12 12:00:00+00:00,Middle East,The UN mission in Iraq has called for ‘maximum restraint’ following a deadly attack on foreign forces serving under the United States-led coalition against the militant group ISIL.,Iraq,Middle East,Middle East,1104,0.22,0.78,0.0,-0.4767,0.4194243,0.56729776,0.013277896,negative,neutral
"War in Syria: 'Carnage', flouting of rights and international law, must stop: Guterres",https://news.un.org/en/story/2020/03/1059281,2020-03-12 12:00:00+00:00,Middle East,"UN agencies have underscored their commitment to continue supporting civilians affected by the war in Syria, which this month enters its tenth year. The Secretary-General issued a statement on Thursday, declaring that ""we cannot allow the tenth year to result in the same carnage, the same flouting of human rights and international humanitarian law.""",SY,Middle East,Middle East,1105,0.357,0.643,0.0,-0.7269,0.73208654,0.2597611,0.008152362,negative,negative
"More support key for counter-terrorism in Africa, where ‘misogyny is at the heart of so many’ groups",https://news.un.org/en/story/2020/03/1059211,2020-03-11 12:00:00+00:00,Africa,"The UN Security Council on Wednesday called for greater international support to African countries in their continued fight against terrorism and violent extremism, particularly in parts of the Sahel, the Lake Chad Basin region and the Horn of Africa.",Unknown,Africa,Africa,1106,0.0,0.842,0.158,0.4576,0.29467505,0.6033053,0.10201965,positive,neutral
"Democracy is sliding away in Myanmar, warns top rights investigator",https://news.un.org/en/story/2020/03/1059181,2020-03-11 12:00:00+00:00,,"Daily fighting in Myanmar, widespread internet blackouts and reporting restrictions, indicate that the shift to more democratic rule is “sliding away”, a senior UN-appointed independent rights investigator said on Wednesday.",Myanmar,Asia Pacific,Asia Pacific,1107,0.125,0.714,0.161,0.1027,0.7904803,0.20333281,0.0061868634,positive,negative
Security Council resolution endorses moves towards long-sought Afghanistan peace,https://news.un.org/en/story/2020/03/1059161,2020-03-10 12:00:00+00:00,Asia Pacific,"The UN Security Council unanimously adopted a resolution on Tuesday afternoon welcoming recent steps towards ending the conflict in Afghanistan. All 15 members supported the resolution, tabled by the United States, which endorses a joint US-Afghan declaration on peace and an agreement signed between Washington and the Taliban.",Afghanistan,Asia Pacific,Asia Pacific,1108,0.0,0.42,0.58,0.8074,0.0063223923,0.6481648,0.34551278,positive,neutral
Afghanistan peace prospects ‘slim’ without women’s participation: Hillary Clinton,https://news.un.org/en/story/2020/03/1059091,2020-03-10 12:00:00+00:00,Asia Pacific,"There can be no sustainable peace in Afghanistan if women are not at the negotiating table, former United States Secretary of State Hillary Clinton told ambassadors and activists at UN Headquarters on Tuesday.",Afghanistan,Asia Pacific,Asia Pacific,1109,0.0,0.551,0.449,0.6908,0.4922449,0.484284,0.023471138,positive,negative
"Nicaragua: After two years of crisis, more than 100,000 have fled the country",https://news.un.org/en/story/2020/03/1059051,2020-03-10 12:00:00+00:00,Americas,"Over the past two years, more than 100,000 people in Nicaragua have sought asylum abroad, reportedly fleeing persecution and human rights abuses, the UN refugee agency, UNHCR, said on Tuesday.",Nicaragua,Americas,Americas,1110,0.255,0.745,0.0,-0.6249,0.69002,0.2985616,0.011418386,negative,negative
"Atomic agency cites concerns over Iran testing sites, offers COVID-19 assistance",https://news.un.org/en/story/2020/03/1059001,2020-03-09 12:00:00+00:00,,Iran’s nuclear capabilities moved back into the international spotlight on Monday as the International Atomic Energy Agency (IAEA) said that it had concerns about possible “undeclared nuclear material and nuclear-related activities” in unregistered locations there.,Iran,Middle East,Middle East,1111,0.0,1.0,0.0,0.0,0.22585508,0.74560356,0.028541358,neutral,neutral
Sudan Prime Minister survives attempted assassination,https://news.un.org/en/story/2020/03/1058981,2020-03-09 12:00:00+00:00,Africa,"Sudan’s Prime Minister survived a reported assassination attempt in the capital Khartoum on Monday, tweeting after the incident that he was “safe and in good shape”.",Unknown,Unknown,Africa,1112,0.438,0.562,0.0,-0.5994,0.48796493,0.5003362,0.011698847,negative,neutral
"Amid COVID-19 constraints, UN women’s commission meets to push gender equality forward",https://news.un.org/en/story/2020/03/1058971,2020-03-09 12:00:00+00:00,Global,"Despite constraints imposed by the new coronavirus disease, activists for gender equality gathered at UN Headquarters on Monday for the latest session of the Commission on the Status of Women (CSW), to reinforce the message that women’s rights are human rights.",Unknown,Unknown,Global,1113,0.0,1.0,0.0,0.0,0.05170458,0.880518,0.0677774,neutral,neutral
"COVID-19: ‘Sombre moment’ as cases top 100,000 worldwide",https://news.un.org/en/story/2020/03/1058941,2020-03-07 12:00:00+00:00,Global,"The global number of confirmed cases of the new coronavirus disease, COVID-19, has surpassed 100,000, the World Health Organization (WHO) reported on Saturday.",Unknown,Unknown,Global,1114,0.0,0.795,0.205,0.2023,0.016570074,0.75992125,0.22350861,positive,neutral
UN condemns deadly attack in Afghan capital,https://news.un.org/en/story/2020/03/1058931,2020-03-07 12:00:00+00:00,Asia Pacific,"The United Nations has underscored its solidarity with Afghanistan following a deadly attack in the capital, Kabul, on Friday.",Afghanistan,Asia Pacific,Asia Pacific,1115,0.561,0.439,0.0,-0.7506,0.78986394,0.20557961,0.0045564305,negative,negative
Yemen: UN envoy calls for 'immediate and unconditional' freeze on military activities,https://news.un.org/en/story/2020/03/1058921,2020-03-07 12:00:00+00:00,Middle East,"In a visit to northern Yemen on Saturday, UN Special Envoy Martin Griffiths repeated his call for an immediate freeze on military activities and for warring parties to work towards a de-escalation in fighting.",YE,Middle East,Middle East,1116,0.0,0.902,0.098,0.0516,0.07306717,0.8931666,0.033766244,positive,neutral
Rights office concerned over death sentences against 35 Yemeni MPs,https://news.un.org/en/story/2020/03/1058901,2020-03-06 12:00:00+00:00,Middle East,The UN human rights office is calling on authorities in Yemen to revoke death sentences imposed against 35 parliamentarians allegedly for treason charges.,YE,Middle East,Middle East,1117,0.298,0.611,0.092,-0.5719,0.7094784,0.2864548,0.004066847,negative,negative
Nuclear non-proliferation treaty an essential pillar for peace and security,https://news.un.org/en/story/2020/03/1058801,2020-03-05 12:00:00+00:00,Global,Countries meeting in New York next month to review progress on nuclear non-proliferation are being urged by the UN Secretary-General to use the opportunity to strengthen global peace and security.,Unknown,Unknown,Global,1118,0.0,0.576,0.424,0.7096,0.048803426,0.65895,0.29224658,positive,neutral
Guterres calls for ‘immediate and lasting’ end to Syria fighting as Turkey and Russia agree ceasefire,https://news.un.org/en/story/2020/03/1058781,2020-03-05 12:00:00+00:00,Middle East,"The UN Secretary-General said on Thursday that he hoped the latest ceasefire agreement between Russia and Turkey to end fighting across Syria’s stricken Idlib region, would finally lead to “an immediate and lasting cessation”, that would protect civilian lives.",RU,Europe,Middle East,1119,0.132,0.737,0.132,0.0,0.041715916,0.86240065,0.09588349,neutral,neutral
‘Unanimous’ ICC gives go-ahead to probe Afghanistan alleged war crimes,https://news.un.org/en/story/2020/03/1058741,2020-03-05 12:00:00+00:00,Asia Pacific,"Prosecutors have been given the green light to investigate alleged war crimes and crimes against humanity in Afghanistan - and beyond its borders – linked to Afghan, Taliban and US troops, the International Criminal Court said on Thursday.",Afghanistan,Asia Pacific,Asia Pacific,1120,0.302,0.698,0.0,-0.5994,0.083514154,0.8593949,0.057090912,negative,neutral
Violent extremism prevention ‘only effective’ if human rights are enshrined,https://news.un.org/en/story/2020/03/1058681,2020-03-04 12:00:00+00:00,,"Many global programmes aimed at countering violent extremism have negative impacts on human rights and may even ‘foster radicalization’ rather than preventing it, an independent UN human rights expert warned on Wednesday.",Unknown,Unknown,Unknown,1121,0.302,0.698,0.0,-0.5994,0.24447887,0.6819904,0.073530756,negative,neutral
Syria: UN food relief agency ‘doing everything we can’ to reach Idlib civilians,https://news.un.org/en/story/2020/03/1058651,2020-03-04 12:00:00+00:00,Middle East,"Difficult winter weather conditions, road congestion and military manoeuvres are restricting humanitarian aid delivery to desperate civilians in the Syrian province of Idlib, where a Government operation to weed out extremists has uprooted nearly one million people since December.",SY,Middle East,Middle East,1122,0.0,0.724,0.276,0.4939,0.1383852,0.82513404,0.036480725,positive,neutral
"Deadlock broken, South Sudan on road to ‘sustainable peace’, but international support still key",https://news.un.org/en/story/2020/03/1058621,2020-03-04 12:00:00+00:00,Africa,"Positive developments in South Sudan have “moved the country further along the road to sustainable peace”, the top UN official there told Security Council members on Wednesday.",South Sudan,Africa,Africa,1123,0.205,0.601,0.194,0.2023,0.03242617,0.6273557,0.3402181,positive,neutral
"‘Critical’ window of opportunity closing fast in Iraq, Security Council hears",https://news.un.org/en/story/2020/03/1058561,2020-03-03 12:00:00+00:00,Middle East,"Political leaders in Iraq will have to “step up to the plate” and prioritize national interests if the country is to realize a more just and prosperous future, the top UN official there said in the Security Council on Tuesday.",Iraq,Middle East,Middle East,1124,0.0,0.634,0.366,0.6369,0.07014221,0.8749314,0.054926384,positive,neutral
"UN ‘determined to stand by the people of Syria’ says Lowcock, as grave humanitarian crisis intensifies around Idlib",https://news.un.org/en/story/2020/03/1058511,2020-03-03 12:00:00+00:00,Middle East,"The United Nations is “determined to stand by” civilians across Syria’s war-torn northwest, as “a grave humanitarian crisis” continues, the UN emergency relief chief said on Tuesday.",SY,Middle East,Middle East,1125,0.295,0.705,0.0,-0.7717,0.32064366,0.6458168,0.03353957,negative,neutral
"Declaring commitment to ‘peace and stability’ for Libya, top UN envoy steps down as stress takes its toll",https://news.un.org/en/story/2020/03/1058471,2020-03-02 12:00:00+00:00,Africa,"After serving more than two years as the UN’s Special Representative in charge of finding a way to a lasting peace in war-torn Libya, Ghassan Salamé - who also heads up the UN Support Mission in Libya (UNSMIL) - handed in his resignation on Monday, citing failing health caused by the immense stress of the job.",Libya,Africa,Africa,1126,0.126,0.676,0.198,0.1531,0.439189,0.5409374,0.019873593,positive,neutral
"As children freeze to death in Syria, aid officials call for major cross-border delivery boost",https://news.un.org/en/story/2020/03/1058451,2020-03-02 12:00:00+00:00,,"Humanitarian assistance needs to be scaled up significantly to more than a million people displaced by fighting in northwest Syria, a senior UN aid official said on Monday, amid reports that children are freezing to death on the Turkish border.",SY,Middle East,Middle East,1127,0.197,0.606,0.197,-0.25,0.54463685,0.4415692,0.013793945,negative,negative
United States-Taliban deal: UN welcomes efforts to reach political settlement in Afghanistan,https://news.un.org/en/story/2020/02/1058371,2020-02-29 12:00:00+00:00,Middle East,"On Saturday the United Nations called for further reductions in violence in Afghanistan, and for the conditions for intra-Afghan peace talks to be met, following the announcement of an agreement between the United States and the Taliban.",Afghanistan,Asia Pacific,Middle East,1128,0.0,0.577,0.423,0.6808,0.01789796,0.7211264,0.26097557,positive,neutral
Syria: UN urges Russia and Turkey to secure ‘fresh ceasefire’ as risk of military escalation grows,https://news.un.org/en/story/2020/02/1058361,2020-02-28 12:00:00+00:00,Middle East,"With the Security Council meeting in emergency session on Syria following the death on the battlefield of dozens of Turkish troops, the UN strongly urged Russia and Turkey on Friday “to build on previous agreements to secure a fresh ceasefire” across the war-torn northwest.",RU,Europe,Middle East,1129,0.114,0.757,0.13,0.0772,0.19650866,0.77815545,0.025335921,positive,neutral
"US Israel-Palestinian peace plan a ‘mockery’, upends long-standing consensus – International Conference hears",https://news.un.org/en/story/2020/02/1058351,2020-02-28 12:00:00+00:00,Middle East,"The United States’ announcement of a new vision for ending the Israeli-Palestinian conflict, touted as the “Deal of the Century”, is a “mockery”, the Prime Minister of Malaysia told an international conference in Kuala Lumpur on Friday.",Palestine,Middle East,Middle East,1130,0.0,0.741,0.259,0.5423,0.6699808,0.3157741,0.014245085,positive,negative
"‘Mayhem’ in Syria’s Idlib amid ongoing violence, as Guterres urges immediate ceasefire",https://news.un.org/en/story/2020/02/1058301,2020-02-28 12:00:00+00:00,,"Rapidly escalating conflict in northwest Syria has created healthcare “mayhem”, amid reports of displaced people moving closer to the Turkish border in search of shelter, the World Health Organization (WHO) said on Friday, as the UN Secretary-General appealed for all warring parties to ""step back from the edge of further escalation.""",SY,Middle East,Middle East,1131,0.272,0.728,0.0,-0.6249,0.40820947,0.57490486,0.016885715,negative,neutral
Make this the century of women’s equality: UN chief,https://news.un.org/en/story/2020/02/1058271,2020-02-27 12:00:00+00:00,Global,"The 21st century must be the century of women’s equality, UN Secretary-General António Guterres said on Thursday, in a call to transform the world by ensuring equal participation for all.",Unknown,Unknown,Global,1132,0.0,1.0,0.0,0.0,0.0462296,0.72534764,0.22842272,neutral,neutral
"Cross-border aid delivery in northwest Syria ‘absolutely essential’, Security Council hears",https://news.un.org/en/story/2020/02/1058201,2020-02-27 12:00:00+00:00,Middle East,"Cross-border humanitarian deliveries from Turkey last month reached more people in northwest Syria than at any time since operations began more than five years ago, the UN’s Deputy Emergency Relief Coordinator told the Security Council on Thursday.",SY,Middle East,Middle East,1133,0.0,0.806,0.194,0.34,0.049979266,0.9021574,0.047863346,positive,neutral
UN disarmament chief hopes upcoming conference will address current nuclear challenges,https://news.un.org/en/story/2020/02/1058171,2020-02-26 12:00:00+00:00,,"With division and distrust rife among countries that possess nuclear arsenals, the UN disarmament chief is hopeful that the issue will be addressed during an upcoming conference on the Non-Proliferation Treaty.",Unknown,Unknown,Unknown,1134,0.0,0.687,0.313,0.4767,0.016030088,0.63529605,0.3486739,positive,neutral
FROM THE FIELD: Women push for peace,https://news.un.org/en/story/2020/02/1058181,2020-02-26 12:00:00+00:00,,"The “strength, leadership and invaluable contributions in peacekeeping settings” made by women across the world is being highlighted by the United Nations as part of the organization’s ongoing commitment to building global peace.",Unknown,Unknown,Unknown,1135,0.0,0.632,0.368,0.5423,0.015095912,0.7310805,0.25382364,positive,neutral
Somalia: Further consensus-building needed ahead of ‘historic’ election,https://news.un.org/en/story/2020/02/1058251,2020-02-24 12:00:00+00:00,Africa,"Lack of political consensus on national priorities could threaten further progress in Somalia which is preparing to hold its first “one-person, one-vote” election in 50 years, UN Special Representative James Swan told the Security Council on Monday.",Somalia,Africa,Africa,1136,0.0,1.0,0.0,0.0,0.034583043,0.80594474,0.15947217,neutral,neutral
"UN-brokered Libya talks show ‘seriousness’, reach draft ceasefire deal",https://news.un.org/en/story/2020/02/1058211,2020-02-24 12:00:00+00:00,Africa,"The second round of the United Nations-facilitated talks to end fighting in Libya concluded on Sunday in Geneva with “seriousness of purpose and goodwill” in Geneva on Sunday, the UN said today.",Libya,Africa,Africa,1137,0.0,0.879,0.121,0.0258,0.03787928,0.8615825,0.100538164,neutral,neutral
"With Gaza violence ‘escalating as we speak,’ UN envoy calls for ‘immediate stop’",https://news.un.org/en/story/2020/02/1057971,2020-02-24 12:00:00+00:00,Middle East,"It is no longer enough to reaffirm past agreements on resolving the Israeli-Palestinian conflict, according to a senior UN envoy, who said on Monday that it is time to “find our way back to a mutually agreed mediation framework” to resume meaningful negotiations towards a two-State solution.",Palestine,Middle East,Middle East,1138,0.255,0.745,0.0,-0.6249,0.4599837,0.5182616,0.021754643,negative,neutral
"UN chief welcomes South Sudan’s Unity government, lauds parties for ‘significant achievement’",https://news.un.org/en/story/2020/02/1057941,2020-02-22 12:00:00+00:00,Africa,United Nations Secretary-General António Guterres welcomed on Saturday the establishment of the Transitional Government of National Unity (TGoNU) in South Sudan.,South Sudan,Africa,Africa,1139,0.0,0.649,0.351,0.6597,0.0022729756,0.13306001,0.86466706,positive,positive
"Afghanistan: Civilian casualties exceed 10,000 for sixth straight year",https://news.un.org/en/story/2020/02/1057921,2020-02-22 12:00:00+00:00,Asia Pacific,"More than 10,000 civilians in Afghanistan were killed and injured last year, according to a new United Nations report that details record-high levels of civilian harm in the ongoing conflict.",Afghanistan,Asia Pacific,Asia Pacific,1140,0.0,0.808,0.192,0.2263,0.8154401,0.1792984,0.0052615036,positive,negative
"UN launches new project to address link between terrorism, arms and crime",https://news.un.org/en/story/2020/02/1057891,2020-02-21 12:00:00+00:00,Global,"Cheap and easily accessible small arms are increasingly becoming the “weapon of choice” for many terrorist groups, the UN counter-terrorism chief told an event on Friday aimed to raise awareness of the nexus between terrorism, organized crime and illicit small arms trafficking.",Unknown,Unknown,Global,1141,0.448,0.552,0.0,-0.8442,0.09121314,0.84041286,0.06837396,negative,neutral
"Cameroon: UN officials raise alarm over escalating violence, call for civilian protection",https://news.un.org/en/story/2020/02/1057881,2020-02-21 12:00:00+00:00,Africa,"Four senior UN officials issued a joint statement on Friday deploring the continued human rights abuses committed against civilians, including women and children, in the south-west and north-west regions of Cameroon.",Cameroon,Africa,Africa,1142,0.394,0.606,0.0,-0.7579,0.5214144,0.46878788,0.009797661,negative,negative
UN chief appeals for end to Syria’s ‘man-made humanitarian nightmare’,https://news.un.org/en/story/2020/02/1057861,2020-02-21 12:00:00+00:00,Middle East,"In a tersely delivered statement on Friday, the UN Secretary-General appealed for an end to the “man-made humanitarian nightmare” currently unfolding in Syria, where ongoing military operations in the north-west have displaced hundreds of thousands amid bitter winter temperatures.",SY,Middle East,Middle East,1143,0.0,1.0,0.0,0.0,0.36094603,0.6201323,0.018921679,neutral,neutral
Haitian leaders urged to end political impasse,https://news.un.org/en/story/2020/02/1057781,2020-02-20 12:00:00+00:00,Americas,"Leaders in Haiti must step up and end the political impasse between President Jovenel Moïse and a surging opposition movement that has paralyzed the island nation since July 2018, the top UN official there said on Thursday in a briefing to the UN Security Council in New York.",HT,Americas,Americas,1144,0.0,1.0,0.0,0.0,0.2066988,0.7665418,0.026759427,neutral,neutral
Central African Republic: Security Council reflects on peace deal anniversary,https://news.un.org/en/story/2020/02/1057731,2020-02-20 12:00:00+00:00,Africa,"One year after the signing of a peace deal in the Central African Republic (CAR), State authority is being extended throughout the country, violence against civilians has decreased, and an inclusive Government remains in place, the UN Security Council heard on Thursday.",CF,Africa,Africa,1145,0.0,0.576,0.424,0.7096,0.05929667,0.9067232,0.03398013,positive,neutral
"End hostilities, ‘preserve lives’: UN refugee chief makes appeal for people trapped in Syria’s Idlib",https://news.un.org/en/story/2020/02/1057761,2020-02-20 12:00:00+00:00,Middle East,"As the already dire situation in north-west Syria dramatically continues to worsen in Idlib province, the head of the United Nations refugee agency called on Thursday for an end to the hostilities and appealed for urgent action to allow the people trapped there to move to places of safety.",SY,Middle East,Middle East,1146,0.333,0.667,0.0,-0.7579,0.17446016,0.7856295,0.039910287,negative,neutral
Millions of children and families in Niger struggle as humanitarian needs mount – UNICEF,https://news.un.org/en/story/2020/02/1057701,2020-02-19 12:00:00+00:00,Africa,"Malnutrition, disease, floods, droughts and displacement in Niger have put nearly three million people, more than half of them children, in need of humanitarian assistance, UNICEF said on Wednesday, calling for increased attention to their plight.",Niger,Africa,Africa,1147,0.161,0.839,0.0,-0.3182,0.38001034,0.57462955,0.04536015,negative,neutral
"Amid ‘devastating scale’ of suffering in Syria’s north-west, UN Security Council urged to find political way forward",https://news.un.org/en/story/2020/02/1057681,2020-02-19 12:00:00+00:00,Middle East,"With progress stalled on both the peace and political fronts in Syria, UN Special Envoy Geir Pedersen urged ambassadors in the Security Council on Wednesday to “put their weight” into finding a solution to end nearly nine years of conflict.",SY,Middle East,Middle East,1148,0.151,0.732,0.117,-0.1779,0.5883776,0.39988008,0.011742383,negative,negative
Hope for ‘long-elusive progress’ in negotiating peace in eastern Ukraine,https://news.un.org/en/story/2020/02/1057661,2020-02-18 12:00:00+00:00,Europe,"Marking the fifth anniversary of the 2015 Minsk II agreement, the UN political chief told the Security Council on Tuesday, that along with the Minsk Protocol and the Minsk memorandum, it remains “the only agreed framework” for a negotiated, peaceful settlement of the conflict in eastern Ukraine.",UA,Europe,Europe,1149,0.0,0.556,0.444,0.7506,0.038812403,0.7296729,0.23151468,positive,neutral
"As Libya talks resume in Geneva, UN negotiator seeks to overcome sticking points",https://news.un.org/en/story/2020/02/1057631,2020-02-18 12:00:00+00:00,Africa,"Talks to end fighting in Libya have resumed in Geneva, where UN negotiator Ghassan Salamé said that ongoing clashes must end for there to be a chance for progress.",Libya,Africa,Africa,1150,0.0,1.0,0.0,0.0,0.07903387,0.88945657,0.03150958,neutral,neutral
Yemen: Recent uptick in fighting contradicts desire for peace,https://news.un.org/en/story/2020/02/1057601,2020-02-18 12:00:00+00:00,Middle East,"A recent escalation in fighting between warring parties in Yemen contradicts their stated desire to peacefully end nearly five years of conflict, UN Special Envoy Martin Griffiths said in a briefing to the Security Council on Tuesday.",YE,Middle East,Middle East,1151,0.304,0.311,0.385,0.3182,0.59406435,0.389262,0.01667367,positive,negative
Guterres ‘deeply concerned’ over deadly assault in north-west Cameroon,https://news.un.org/en/story/2020/02/1057571,2020-02-18 12:00:00+00:00,Africa,The United Nations Secretary-General has extended his deepest condolences to the families of those killed in an attack on a village in north-west Cameroon.,Cameroon,Africa,Africa,1152,0.322,0.678,0.0,-0.5859,0.55058825,0.4339107,0.015501032,negative,negative
Iraq: Education access still a challenge in former ISIL-controlled areas,https://news.un.org/en/story/2020/02/1057561,2020-02-17 12:00:00+00:00,Middle East,"More than two years after the defeat of ISIL in Iraq, some children in areas formerly controlled by the terrorist group still cannot access school or get the necessary documentation required for enrollment, a UN report published on Monday finds.",Iraq,Middle East,Middle East,1153,0.0,0.86,0.14,0.0772,0.707976,0.2852494,0.0067746122,positive,negative
"As north-west Syria violence reaches ‘horrifying’ new level, UN relief chief says ceasefire is only option",https://news.un.org/en/story/2020/02/1057551,2020-02-17 12:00:00+00:00,Middle East,"The crisis in north-west Syria has reached a “horrifying new level”, the UN Humanitarian Affairs chief warned on Monday.",SY,Middle East,Middle East,1154,0.192,0.607,0.201,-0.2023,0.7040088,0.28751686,0.00847429,negative,negative
"Guinea-Bissau: Swearing-in of new President unlikely to bring stability, says UN representative",https://news.un.org/en/story/2020/02/1057441,2020-02-14 12:00:00+00:00,Africa,"Political discord in Guinea-Bissau could hamper the first-ever peaceful transfer of power to a democratically elected leader, the top UN official in the West African country told the Security Council on Friday.",Guinea-Bissau,Africa,Africa,1155,0.0,1.0,0.0,0.0,0.534073,0.448969,0.016958032,neutral,negative
Vital Idlib aid deliveries resume after ‘heavy bombing’ - WFP,https://news.un.org/en/story/2020/02/1057401,2020-02-14 12:00:00+00:00,Middle East,"Urgently-needed aid deliveries to embattled civilians in north-west Syria have started again after a day-long break in distributions caused by escalating hostilities, the World Food Programme (WFP) said on Friday.",Unknown,Unknown,Middle East,1156,0.0,0.784,0.216,0.296,0.309918,0.67053336,0.01954867,positive,neutral
Year-old peace agreement must be implemented for ‘lasting peace’ in Central African Republic,https://news.un.org/en/story/2020/02/1057371,2020-02-13 12:00:00+00:00,Africa,"Following a visit to the Central African Republic, a UN independent expert said that everyone must take all measures necessary to effectively implement the peace agreement that was signed in Bangui a year ago.",CF,Africa,Africa,1157,0.0,0.621,0.379,0.7717,0.03982958,0.72478664,0.2353838,positive,neutral
"Transitional justice processes critical to lasting peace, Security Council hears",https://news.un.org/en/story/2020/02/1057351,2020-02-13 12:00:00+00:00,Global,"For countries to move forward after conflict or mass atrocities, suffering must be acknowledged and justice served, the UN High Commissioner for Human Rights told the Security Council on Thursday.",Unknown,Unknown,Global,1158,0.131,0.341,0.528,0.7906,0.04582285,0.7954699,0.15870725,positive,neutral
"Celebrating the diversity of radio, the medium people use the most",https://news.un.org/en/story/2020/02/1057221,2020-02-12 12:00:00+00:00,Global,"In an era of rapid media evolution, radio still has the power to bring people together and provide communities with vital news and information, the UN Secretary-General has said.",Unknown,Unknown,Global,1159,0.0,0.73,0.27,0.5719,0.0015947395,0.07689767,0.9215076,positive,positive
Libya: Security Council demands commitment to ‘a lasting ceasefire’,https://news.un.org/en/story/2020/02/1057311,2020-02-12 12:00:00+00:00,,"After what has reportedly been weeks of diplomatic negotiation, the UN Security Council passed a resolution on Wednesday aimed at stemming rising violence across Libya, demanding the warring parties commit to “a lasting ceasefire” according to terms agreed by military representatives from both sides at recent talks in Geneva.",Libya,Africa,Africa,1160,0.0,0.583,0.417,0.6124,0.10746013,0.8523502,0.040189702,positive,neutral
Foreign fighters: ‘One of the most serious dimensions’ in global counter-terrorism struggle,https://news.un.org/en/story/2020/02/1057301,2020-02-12 12:00:00+00:00,Global,"Over the past few years, ISIL and Al-Qaida terrorist fighters have posed an “unprecedented threat to international peace and security”, the UN counter-terrorism chief said on Wednesday in Vienna, at the close of a joint UN- Organization for Security and Co-operation in Europe (OSCE) regional conference on addressing challenges posed by terrorists who have gone to fight overseas.",Unknown,Unknown,Global,1161,0.361,0.639,0.0,-0.4754,0.28673282,0.6745307,0.03873646,negative,neutral
DR Congo Ebola outbreak still an international public health concern,https://news.un.org/en/story/2020/02/1057291,2020-02-12 12:00:00+00:00,Africa,"The Ebola virus disease outbreak in the Democratic Republic of the Congo (DRC) remains an international public health concern, experts meeting in Geneva concluded on Wednesday.",CD,Africa,Africa,1162,0.0,1.0,0.0,0.0,0.5973637,0.37728608,0.025350237,neutral,negative
"Libya’s cities left ‘re-contaminated’ by months of fighting, warn landmine clearance experts",https://news.un.org/en/story/2020/02/1057271,2020-02-12 12:00:00+00:00,,"Ongoing hostilities in Libya have left numerous cities severely “re-contaminated” with unexploded ordnance, threatening schools, universities and hospitals, the UN Mine Action Service (UNMAS) said on Wednesday.",Libya,Africa,Africa,1163,0.281,0.719,0.0,-0.4404,0.7787496,0.21415372,0.0070967376,negative,negative
‘We must all do more’ to protect children in armed conflict: UN chief,https://news.un.org/en/story/2020/02/1057251,2020-02-12 12:00:00+00:00,Global,"On the International Day against the Use of Child Soldiers, UN Secretary-General António Guterres emphasized the need to integrate child protection into peace processes during a high-level Security Council briefing on Wednesday.",Unknown,Unknown,Global,1164,0.145,0.692,0.164,0.0772,0.16553679,0.7411904,0.09327283,positive,neutral
UN underlines need for dialogue to resolve Israel-Palestine conflict,https://news.un.org/en/story/2020/02/1057181,2020-02-11 12:00:00+00:00,Middle East,"Rising tensions and instability across the globe, particularly in the Middle East, underscore the need to resolve the decades-long conflict between Israelis and Palestinians, the UN Secretary-General told the Security Council on Tuesday.",Palestine,Middle East,Middle East,1165,0.193,0.588,0.218,0.0772,0.18592556,0.7826459,0.031428553,positive,neutral
"Hospitals in Yemen attacked, disrupting healthcare for thousands of vulnerable civilians",https://news.un.org/en/story/2020/02/1057101,2020-02-10 12:00:00+00:00,,"Attacks on health facilities in Yemen’s Marib province, East of the capital Sana’a, have left some 15,000 people – many of them displaced from other parts of the country – with severely limited options for medical care, the UN said on Monday.",YE,Middle East,Middle East,1166,0.353,0.647,0.0,-0.5994,0.94062084,0.057229772,0.0021494485,negative,negative
"Radioactive material ‘a magnet for groups with malicious intent’, warns UN nuclear watchdog chief",https://news.un.org/en/story/2020/02/1057031,2020-02-10 12:00:00+00:00,,"Government ministers and other high-level representatives from more than 140 countries, on Monday adopted a new declaration to enhance global nuclear security and counter the threat of nuclear terrorism.",Unknown,Unknown,Unknown,1167,0.097,0.903,0.0,-0.1027,0.5982116,0.39174142,0.010047015,negative,negative
